title,degree_type,url_slug,url,row_number,URL,kiscourseid,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
French and Polish,BA,french-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-polish-ba,111,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-polish-ba,UBAFREAPOL18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Portuguese,BA,french-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-portuguese-ba,112,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-portuguese-ba,UBAFREAPOR18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and Romanian,BA,french-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-romanian-ba,113,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-romanian-ba,UBAFREAROM18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Russian,BA,french-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-russian-ba,114,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-russian-ba,UBAFREARUS18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Spanish,BA,french-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-spanish-ba,115,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-spanish-ba,UBAFREASPA18,AAB,French and Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include French and Spanish grade 6, with no higher level score below 5.",NA
French and Serbian/Croatian,BA,french-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-serbian-croatian-ba,116,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-serbian-croatian-ba,UBAFREASRB18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Swedish,BA,french-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-swedish-ba,117,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-swedish-ba,UBAFREASWE18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
French and Ukrainian,BA,french-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-ukrainian-ba,118,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-ukrainian-ba,UBAFREAUKR18,AAB,French required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including French grade 6, with no higher level score below 5.",NA
French and Yiddish,BA,french-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-yiddish-ba,119,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/french-and-yiddish-ba,UBAFREAYID18,ABB,French required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include French grade 6, with no higher level score below 5.",NA
Finnish and East European Studies,BA,finnish-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-east-european-studies-ba,120,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/finnish-and-east-european-studies-ba,UBAFSHAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
German and English,BA,german-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-english-ba,121,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-english-ba,UBAGERAENG18,AAA,"English Literature/English Language and Literature grade A required, foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5, to include English Language and Literature/English Literature required at grade 6.",NA
German and History of Art,BA,german-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-art-ba,122,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-history-art-ba,UBAGERAHAR18,ABB,Modern foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, Modern Foreign Language preferred.",NA
German and Hebrew,BA,german-and-hebrew-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hebrew-ba,123,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hebrew-ba,UBAGERAHEB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include German or Hebrew, with no higher level score below 5.",NA
German and Hungarian,BA,german-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hungarian-ba,124,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-hungarian-ba,UBAGERAHUN18,AAB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Italian,BA,german-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-italian-ba,125,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-italian-ba,UBAGERAITA18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
German and Latin,BA,german-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-latin-ba,126,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-latin-ba,UBAGERALAT18,ABB,"Latin grade A required, modern foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects to include Latin grade 6, with no higher level score below 5. Modern Foreign Language preferred.",NA
German and Norwegian,BA,german-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-norwegian-ba,127,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-norwegian-ba,UBAGERANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5, to include a foreign language.",NA
German and Philosophy,BA,german-and-philosophy-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-philosophy-ba,128,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-philosophy-ba,UBAGERAPHI18,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred.",NA
German and Polish,BA,german-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-polish-ba,129,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-polish-ba,UBAGERAPOL18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Portuguese,BA,german-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-portuguese-ba,130,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-portuguese-ba,UBAGERAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Romanian,BA,german-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-romanian-ba,131,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-romanian-ba,UBAGERAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Russian,BA,german-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-russian-ba,132,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-russian-ba,UBAGERARUS18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Spanish,BA,german-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-spanish-ba,133,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-spanish-ba,UBAGERASPA18,ABB,A in Spanish required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
German and Serbian/Croatian,BA,german-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-serbian-croatian-ba,134,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-serbian-croatian-ba,UBAGERASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Swedish,BA,german-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-swedish-ba,135,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-swedish-ba,UBAGERASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Ukrainian,BA,german-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-ukrainian-ba,136,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-ukrainian-ba,UBAGERAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Yiddish,BA,german-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-yiddish-ba,137,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-yiddish-ba,UBAGERAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include German or Yiddish with no higher level score below 5,NA
Hebrew and Hungarian,BA,hebrew-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,138,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,UBAHEBAHUN18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Hungarian with no higher level score below 5,NA
Hebrew and Italian,BA,hebrew-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,139,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,UBAHEBAITA18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Italian with no higher level score below 5,NA
Hebrew and Jewish Studies,BA,hebrew-and-jewish-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,140,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,UBAHEBAJEW18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hebrew and Jewish Studies,BA,hebrew-and-jewish-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,141,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,UBAHEBAJWA18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hebrew and Norwegian,BA,hebrew-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,142,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,UBAHEBANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Norwegian with no higher level score below 5,NA
Hebrew and Polish,BA,hebrew-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,143,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,UBAHEBAPOL18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Polish with no higher level score below 5,NA
Hebrew and Romanian,BA,hebrew-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,144,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,UBAHEBAROM18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Romanian with no higher level score below 5,NA
Hebrew and Spanish,BA,hebrew-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,145,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,UBAHEBASPA18,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Hebrew and Serbian/Croatian,BA,hebrew-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbian-croatian-ba,146,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbian-croatian-ba,UBAHEBASRB18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Serbian/Croatian with no higher level score below 5,NA
Hebrew and Swedish,BA,hebrew-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,147,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,UBAHEBASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Swedish with no higher level score below 5,NA
Hebrew and Ukrainian,BA,hebrew-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,148,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,UBAHEBAUKR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Ukrainian with no higher level score below 5,NA
History and Politics of the Americas,BA,history-and-politics-americas-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-ba,149,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-ba,UBAHPASING18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
History and Politics of the Americas with a Year Abroad,BA,history-and-politics-americas-year-abroad-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-year-abroad-ba,150,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-and-politics-americas-year-abroad-ba,UBAHPAWABR18,AAB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5.",NA
"History, Politics and Economics",BA,history-politics-and-economics-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba,151,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-politics-and-economics-ba,UBAHPESING18,AAA,"Any three subjects from Economics, History, Mathematics and Politics preferred.",English Language and Mathematics at grade B or 6.,38,"A total of 18 points in three higher level subjects, with no higher level score below 5. Any three higher level subjects from Economics, History, Mathematics and Politics preferred. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
History (Central and East European) and Jewish Studies with Year Abroad,BA,history-central-and-east-european-and-jewish-studies-year-abroad-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba,152,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-central-and-east-european-and-jewish-studies-year-abroad-ba,UBAHSEAJEW19,ABB,History required.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including History, with no higher level score below 5.",NA
Hungarian and East European Studies,BA,hungarian-and-east-european-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba,153,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-east-european-studies-ba,UBAHUNAEES18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Italian,BA,hungarian-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba,154,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-italian-ba,UBAHUNAITA18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Hungarian and Norwegian,BA,hungarian-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba,155,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-norwegian-ba,UBAHUNANOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Hungarian and Polish,BA,hungarian-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba,156,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-polish-ba,UBAHUNAPOL18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Portuguese,BA,hungarian-and-portuguese-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba,157,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-portuguese-ba,UBAHUNAPOR18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Hungarian and Romanian,BA,hungarian-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba,158,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-romanian-ba,UBAHUNAROM18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Russian,BA,hungarian-and-russian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba,159,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-russian-ba,UBAHUNARUS18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Spanish,BA,hungarian-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba,160,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-spanish-ba,UBAHUNASPA18,AAB,Spanish required at A.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects including Spanish grade 6, with no higher level score below 5. ",NA
Hungarian and Serbian/Croatian,BA,hungarian-and-serbian-croatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba,161,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-serbian-croatian-ba,UBAHUNASRB18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Swedish,BA,hungarian-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba,162,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-swedish-ba,UBAHUNASWE18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
Hungarian and Ukrainian,BA,hungarian-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba,163,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-ukrainian-ba,UBAHUNAUKR18,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hungarian and Yiddish,BA,hungarian-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba,164,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hungarian-and-yiddish-ba,UBAHUNAYID18,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hungarian or Yiddish with no higher level score below 5,NA
International Social and Political Studies,BA,international-social-and-political-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba,165,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/international-social-and-political-studies-ba,UBAINTSSPS18,A*AA,A humanities or social science subject (or Mathematics) preferred. Mathematics at A* required for full Economics specialism if chosen. French or Spanish at A grade required if one of these is to be studied as major language.,English Language at grade B or 6 and Mathematics at grade C or 4.,39,"A total of 19 points in three higher level subjects, with no higher level score below 5. Higher level subjects to include French B, or Spanish B at grade 6 if either of these is to be studied as a major language. A humanities or social science subject (or Mathematics) is preferred. Mathematics at grade 7 at higher level is required for the full Economics specialism, if chosen. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.",NA
Italian and History of Art,BA,italian-and-history-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-art-ba,166,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-history-art-ba,UBAITAAHAR18,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. ",NA
Italian and Latin,BA,italian-and-latin-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba,167,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-latin-ba,UBAITAALAT18,ABB,"Latin grade A required, Foreign language preferred.",English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, including 6 in Latin, with no higher level score below 5. Foreign language preferred. ",NA
Italian and Management Studies,BA,italian-and-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba,168,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/italian-and-management-studies-ba,UBAITAAMAN18,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 points in three higher level subjects, with no higher level score below 5. Foreign language preferred. ",NA
